"dialog_id","turn_id","domains","domains_original","context","schema","target","is_api_call"
"1_00008","5","restaurants","Restaurants_2","User: I'd like to make a restaurant reservation.
System: What's the restaurant, where is it located, and what time would you like the reservation for?
User: It's called House Of Genji and you can look for it in San Jose. I want the reservation for evening 6:15.
System: I'll make a reservation for House Of Genji in San Jose today at 6:15 pm for 2 people, is that correct?
User: Yeah, that's right. Do they do outdoor seating?
System: They don't have outdoor seating. I also was not able to make the reservation. How about today at 6 pm for 2 people at House Of Genji instead?
Last User Utterance:That won't work for me.
End Dialog History

","Schema for Restaurants
Intent: ReserveRestaurant
required slots: restaurant name,location,time
optional slots: number of seats,date
Intent: FindRestaurants
required slots: category,location
optional slots: price range,has vegetarian options,has seating outdoors","Do you any other kinds of help from me?","0"
"1_00008","6","restaurants","Restaurants_2","User: I'd like to make a restaurant reservation.
System: What's the restaurant, where is it located, and what time would you like the reservation for?
User: It's called House Of Genji and you can look for it in San Jose. I want the reservation for evening 6:15.
System: I'll make a reservation for House Of Genji in San Jose today at 6:15 pm for 2 people, is that correct?
User: Yeah, that's right. Do they do outdoor seating?
System: They don't have outdoor seating. I also was not able to make the reservation. How about today at 6 pm for 2 people at House Of Genji instead?
User: That won't work for me.
System: Do you any other kinds of help from me?
Last User Utterance:No, thanks a lot.
End Dialog History

","Schema for Restaurants
Intent: ReserveRestaurant
required slots: restaurant name,location,time
optional slots: number of seats,date
Intent: FindRestaurants
required slots: category,location
optional slots: price range,has vegetarian options,has seating outdoors","Okay, have a pleasant day.","0"
"1_00009","1","restaurants","Restaurants_2","
Last User Utterance:I wanna book a restaurant reservation on the 14th of March
End Dialog History

","Schema for Restaurants
Intent: ReserveRestaurant
required slots: restaurant name,location,time
optional slots: number of seats,date
Intent: FindRestaurants
required slots: category,location
optional slots: price range,has vegetarian options,has seating outdoors","What restaurant do you want?","0"
"1_00009","2","restaurants","Restaurants_2","User: I wanna book a restaurant reservation on the 14th of March
System: What restaurant do you want?
Last User Utterance:Can you find me a table at Mcdonald's
End Dialog History

","Schema for Restaurants
Intent: ReserveRestaurant
required slots: restaurant name,location,time
optional slots: number of seats,date
Intent: FindRestaurants
required slots: category,location
optional slots: price range,has vegetarian options,has seating outdoors","What time do you want me to reserve?","0"
"1_00009","3","restaurants","Restaurants_2","User: I wanna book a restaurant reservation on the 14th of March
System: What restaurant do you want?
User: Can you find me a table at Mcdonald's
System: What time do you want me to reserve?
Last User Utterance:Try for 12:30
End Dialog History

","Schema for Restaurants
Intent: ReserveRestaurant
required slots: restaurant name,location,time
optional slots: number of seats,date
Intent: FindRestaurants
required slots: category,location
optional slots: price range,has vegetarian options,has seating outdoors","Which branch do you want?","0"
"1_00009","4","restaurants","Restaurants_2","User: I wanna book a restaurant reservation on the 14th of March
System: What restaurant do you want?
User: Can you find me a table at Mcdonald's
System: What time do you want me to reserve?
User: Try for 12:30
System: Which branch do you want?
Last User Utterance:Find me one in Livermore
End Dialog History

","Schema for Restaurants
Intent: ReserveRestaurant
required slots: restaurant name,location,time
optional slots: number of seats,date
Intent: FindRestaurants
required slots: category,location
optional slots: price range,has vegetarian options,has seating outdoors","There's a Mcdonald's in Livermore than I can reserve at 12:30 pm for 2 people on March 14th.","0"
"1_00009","5","restaurants","Restaurants_2","User: I wanna book a restaurant reservation on the 14th of March
System: What restaurant do you want?
User: Can you find me a table at Mcdonald's
System: What time do you want me to reserve?
User: Try for 12:30
System: Which branch do you want?
User: Find me one in Livermore
System: There's a Mcdonald's in Livermore than I can reserve at 12:30 pm for 2 people on March 14th.
Last User Utterance:Yes that works, but do they have vegetarian options?
End Dialog History

","Schema for Restaurants
Intent: ReserveRestaurant
required slots: restaurant name,location,time
optional slots: number of seats,date
Intent: FindRestaurants
required slots: category,location
optional slots: price range,has vegetarian options,has seating outdoors","ApiCall(method='ReserveRestaurant', parameters={'date': '2019-03-14', 'location': 'Livermore', 'number_of_seats': '2', 'restaurant_name': ""Mcdonald's"", 'time': '12:30'})","1"
"1_00009","6","restaurants","Restaurants_2","User: I wanna book a restaurant reservation on the 14th of March
System: What restaurant do you want?
User: Can you find me a table at Mcdonald's
System: What time do you want me to reserve?
User: Try for 12:30
System: Which branch do you want?
User: Find me one in Livermore
System: There's a Mcdonald's in Livermore than I can reserve at 12:30 pm for 2 people on March 14th.
Last User Utterance:Yes that works, but do they have vegetarian options?
End Dialog History

Search Results:
{'search_results': {'address': '805 North Vasco Road', 'category': 'American', 'date': '2019-03-14', 'has_seating_outdoors': 'False', 'has_vegetarian_options': 'False', 'location': 'Livermore', 'number_of_seats': '2', 'phone_number': '925-961-9090', 'price_range': 'cheap', 'rating': '3.70', 'restaurant_name': ""Mcdonald's"", 'time': '12:30'}}
End Search Results
ApiCall(method='ReserveRestaurant', parameters={'date': '2019-03-14', 'location': 'Livermore', 'number_of_seats': '2', 'restaurant_name': ""Mcdonald's"", 'time': '12:30'})","Schema for Restaurants
Intent: ReserveRestaurant
required slots: restaurant name,location,time
optional slots: number of seats,date
Intent: FindRestaurants
required slots: category,location
optional slots: price range,has vegetarian options,has seating outdoors","Your reservation is made, and no they don't have any vegetarian options unfortunately.","0"
"1_00009","7","restaurants","Restaurants_2","User: I wanna book a restaurant reservation on the 14th of March
System: What restaurant do you want?
User: Can you find me a table at Mcdonald's
System: What time do you want me to reserve?
User: Try for 12:30
System: Which branch do you want?
User: Find me one in Livermore
System: There's a Mcdonald's in Livermore than I can reserve at 12:30 pm for 2 people on March 14th.
User: Yes that works, but do they have vegetarian options?
System: Your reservation is made, and no they don't have any vegetarian options unfortunately.
Last User Utterance:What is their phone number and address?
End Dialog History

","Schema for Restaurants
Intent: ReserveRestaurant
required slots: restaurant name,location,time
optional slots: number of seats,date
Intent: FindRestaurants
required slots: category,location
optional slots: price range,has vegetarian options,has seating outdoors","It's 925-961-9090 and it's at 805 North Vasco Road","0"
"1_00009","8","restaurants","Restaurants_2","User: I wanna book a restaurant reservation on the 14th of March
System: What restaurant do you want?
User: Can you find me a table at Mcdonald's
System: What time do you want me to reserve?
User: Try for 12:30
System: Which branch do you want?
User: Find me one in Livermore
System: There's a Mcdonald's in Livermore than I can reserve at 12:30 pm for 2 people on March 14th.
User: Yes that works, but do they have vegetarian options?
System: Your reservation is made, and no they don't have any vegetarian options unfortunately.
User: What is their phone number and address?
System: It's 925-961-9090 and it's at 805 North Vasco Road
Last User Utterance:Thank you so much, that's it for now.
End Dialog History

","Schema for Restaurants
Intent: ReserveRestaurant
required slots: restaurant name,location,time
optional slots: number of seats,date
Intent: FindRestaurants
required slots: category,location
optional slots: price range,has vegetarian options,has seating outdoors","Sure thing, have a good one","0"
"1_00010","1","restaurants","Restaurants_2","
Last User Utterance:I want to book a table at a restaurant. Is there anything available at Uncle Yu's. I don't care what date.
End Dialog History

","Schema for Restaurants
Intent: ReserveRestaurant
required slots: restaurant name,location,time
optional slots: number of seats,date
Intent: FindRestaurants
required slots: category,location
optional slots: price range,has vegetarian options,has seating outdoors","Which location do you want? What time would you prefer?","0"
"1_00010","2","restaurants","Restaurants_2","User: I want to book a table at a restaurant. Is there anything available at Uncle Yu's. I don't care what date.
System: Which location do you want? What time would you prefer?
Last User Utterance:Please look in Livermore for a reservation at 7 in the evening. I'd prefer Wednesday next week.
End Dialog History

","Schema for Restaurants
Intent: ReserveRestaurant
required slots: restaurant name,location,time
optional slots: number of seats,date
Intent: FindRestaurants
required slots: category,location
optional slots: price range,has vegetarian options,has seating outdoors","Confirming: I'm booking a table for 2 at Uncle Yu's At The Vineyard in Livermore, for next Wednesday at 7 pm.","0"
"1_00010","3","restaurants","Restaurants_2","User: I want to book a table at a restaurant. Is there anything available at Uncle Yu's. I don't care what date.
System: Which location do you want? What time would you prefer?
User: Please look in Livermore for a reservation at 7 in the evening. I'd prefer Wednesday next week.
System: Confirming: I'm booking a table for 2 at Uncle Yu's At The Vineyard in Livermore, for next Wednesday at 7 pm.
Last User Utterance:Sorry, please make it 3 people. Can you look at Mai instead?
End Dialog History

","Schema for Restaurants
Intent: ReserveRestaurant
required slots: restaurant name,location,time
optional slots: number of seats,date
Intent: FindRestaurants
required slots: category,location
optional slots: price range,has vegetarian options,has seating outdoors","Please confirm: I am booking a table for 3 people at Mai Vietnamese Cuisine.","0"
"1_00010","4","restaurants","Restaurants_2","User: I want to book a table at a restaurant. Is there anything available at Uncle Yu's. I don't care what date.
System: Which location do you want? What time would you prefer?
User: Please look in Livermore for a reservation at 7 in the evening. I'd prefer Wednesday next week.
System: Confirming: I'm booking a table for 2 at Uncle Yu's At The Vineyard in Livermore, for next Wednesday at 7 pm.
User: Sorry, please make it 3 people. Can you look at Mai instead?
System: Please confirm: I am booking a table for 3 people at Mai Vietnamese Cuisine.
Last User Utterance:Yes, that's correct.
End Dialog History

","Schema for Restaurants
Intent: ReserveRestaurant
required slots: restaurant name,location,time
optional slots: number of seats,date
Intent: FindRestaurants
required slots: category,location
optional slots: price range,has vegetarian options,has seating outdoors","ApiCall(method='ReserveRestaurant', parameters={'date': '2019-03-06', 'location': 'Livermore', 'number_of_seats': '3', 'restaurant_name': 'Mai Vietnamese Cuisine', 'time': '19:00'})","1"
"1_00010","5","restaurants","Restaurants_2","User: I want to book a table at a restaurant. Is there anything available at Uncle Yu's. I don't care what date.
System: Which location do you want? What time would you prefer?
User: Please look in Livermore for a reservation at 7 in the evening. I'd prefer Wednesday next week.
System: Confirming: I'm booking a table for 2 at Uncle Yu's At The Vineyard in Livermore, for next Wednesday at 7 pm.
User: Sorry, please make it 3 people. Can you look at Mai instead?
System: Please confirm: I am booking a table for 3 people at Mai Vietnamese Cuisine.
Last User Utterance:Yes, that's correct.
End Dialog History

ApiCall(method='ReserveRestaurant', parameters={'date': '2019-03-06', 'location': 'Livermore', 'number_of_seats': '3', 'restaurant_name': 'Mai Vietnamese Cuisine', 'time': '19:00'})","Schema for Restaurants
Intent: ReserveRestaurant
required slots: restaurant name,location,time
optional slots: number of seats,date
Intent: FindRestaurants
required slots: category,location
optional slots: price range,has vegetarian options,has seating outdoors","Sorry, there are no tables available at that time. Can I help you with anything more?","0"
"1_00010","6","restaurants","Restaurants_2","User: I want to book a table at a restaurant. Is there anything available at Uncle Yu's. I don't care what date.
System: Which location do you want? What time would you prefer?
User: Please look in Livermore for a reservation at 7 in the evening. I'd prefer Wednesday next week.
System: Confirming: I'm booking a table for 2 at Uncle Yu's At The Vineyard in Livermore, for next Wednesday at 7 pm.
User: Sorry, please make it 3 people. Can you look at Mai instead?
System: Please confirm: I am booking a table for 3 people at Mai Vietnamese Cuisine.
User: Yes, that's correct.
System: Sorry, there are no tables available at that time. Can I help you with anything more?
Last User Utterance:Can you try again? This time look for 5:15 pm.
End Dialog History

","Schema for Restaurants
Intent: ReserveRestaurant
required slots: restaurant name,location,time
optional slots: number of seats,date
Intent: FindRestaurants
required slots: category,location
optional slots: price range,has vegetarian options,has seating outdoors","Confirming: I am booking a table for 3 people at Mai Vietnamese Cuisine in Livermore, at 5:15 pm next Wednesday.","0"
"1_00010","7","restaurants","Restaurants_2","User: I want to book a table at a restaurant. Is there anything available at Uncle Yu's. I don't care what date.
System: Which location do you want? What time would you prefer?
User: Please look in Livermore for a reservation at 7 in the evening. I'd prefer Wednesday next week.
System: Confirming: I'm booking a table for 2 at Uncle Yu's At The Vineyard in Livermore, for next Wednesday at 7 pm.
User: Sorry, please make it 3 people. Can you look at Mai instead?
System: Please confirm: I am booking a table for 3 people at Mai Vietnamese Cuisine.
User: Yes, that's correct.
System: Sorry, there are no tables available at that time. Can I help you with anything more?
User: Can you try again? This time look for 5:15 pm.
System: Confirming: I am booking a table for 3 people at Mai Vietnamese Cuisine in Livermore, at 5:15 pm next Wednesday.
Last User Utterance:Yes, please. What type of food is on their menu? Do they have vegetarian options?
End Dialog History

","Schema for Restaurants
Intent: ReserveRestaurant
required slots: restaurant name,location,time
optional slots: number of seats,date
Intent: FindRestaurants
required slots: category,location
optional slots: price range,has vegetarian options,has seating outdoors","ApiCall(method='ReserveRestaurant', parameters={'date': '2019-03-06', 'location': 'Livermore', 'number_of_seats': '3', 'restaurant_name': 'Mai Vietnamese Cuisine', 'time': '17:15'})","1"
"1_00010","8","restaurants","Restaurants_2","User: I want to book a table at a restaurant. Is there anything available at Uncle Yu's. I don't care what date.
System: Which location do you want? What time would you prefer?
User: Please look in Livermore for a reservation at 7 in the evening. I'd prefer Wednesday next week.
System: Confirming: I'm booking a table for 2 at Uncle Yu's At The Vineyard in Livermore, for next Wednesday at 7 pm.
User: Sorry, please make it 3 people. Can you look at Mai instead?
System: Please confirm: I am booking a table for 3 people at Mai Vietnamese Cuisine.
User: Yes, that's correct.
System: Sorry, there are no tables available at that time. Can I help you with anything more?
User: Can you try again? This time look for 5:15 pm.
System: Confirming: I am booking a table for 3 people at Mai Vietnamese Cuisine in Livermore, at 5:15 pm next Wednesday.
Last User Utterance:Yes, please. What type of food is on their menu? Do they have vegetarian options?
End Dialog History

ApiCall(method='ReserveRestaurant', parameters={'date': '2019-03-06', 'location': 'Livermore', 'number_of_seats': '3', 'restaurant_name': 'Mai Vietnamese Cuisine', 'time': '17:15'})","Schema for Restaurants
Intent: ReserveRestaurant
required slots: restaurant name,location,time
optional slots: number of seats,date
Intent: FindRestaurants
required slots: category,location
optional slots: price range,has vegetarian options,has seating outdoors","Sorry, I was not able to make that reservation. Anything else I can do for you?","0"
"1_00010","9","restaurants","Restaurants_2","User: I want to book a table at a restaurant. Is there anything available at Uncle Yu's. I don't care what date.
System: Which location do you want? What time would you prefer?
User: Please look in Livermore for a reservation at 7 in the evening. I'd prefer Wednesday next week.
System: Confirming: I'm booking a table for 2 at Uncle Yu's At The Vineyard in Livermore, for next Wednesday at 7 pm.
User: Sorry, please make it 3 people. Can you look at Mai instead?
System: Please confirm: I am booking a table for 3 people at Mai Vietnamese Cuisine.
User: Yes, that's correct.
System: Sorry, there are no tables available at that time. Can I help you with anything more?
User: Can you try again? This time look for 5:15 pm.
System: Confirming: I am booking a table for 3 people at Mai Vietnamese Cuisine in Livermore, at 5:15 pm next Wednesday.
User: Yes, please. What type of food is on their menu? Do they have vegetarian options?
System: Sorry, I was not able to make that reservation. Anything else I can do for you?
Last User Utterance:No, that's all. Thanks.
End Dialog History

","Schema for Restaurants
Intent: ReserveRestaurant
required slots: restaurant name,location,time
optional slots: number of seats,date
Intent: FindRestaurants
required slots: category,location
optional slots: price range,has vegetarian options,has seating outdoors","Have a good day.","0"
"1_00011","1","restaurants","Restaurants_2","
Last User Utterance:Can you book a table at a restaurant?
End Dialog History

","Schema for Restaurants
Intent: ReserveRestaurant
required slots: restaurant name,location,time
optional slots: number of seats,date
Intent: FindRestaurants
required slots: category,location
optional slots: price range,has vegetarian options,has seating outdoors","Sure, in which city and which restaurant?","0"
"1_00011","2","restaurants","Restaurants_2","User: Can you book a table at a restaurant?
System: Sure, in which city and which restaurant?
Last User Utterance:I would like a table at the Tacolicious in San Jose for 7:30 in the evening.
End Dialog History

","Schema for Restaurants
Intent: ReserveRestaurant
required slots: restaurant name,location,time
optional slots: number of seats,date
Intent: FindRestaurants
required slots: category,location
optional slots: price range,has vegetarian options,has seating outdoors","Confirm: table for 2 at Tacolicious in San Jose for 7:30 pm today.","0"
"1_00011","3","restaurants","Restaurants_2","User: Can you book a table at a restaurant?
System: Sure, in which city and which restaurant?
User: I would like a table at the Tacolicious in San Jose for 7:30 in the evening.
System: Confirm: table for 2 at Tacolicious in San Jose for 7:30 pm today.
Last User Utterance:Can you find a table at Isushi in Castro Valley instead please?
End Dialog History

","Schema for Restaurants
Intent: ReserveRestaurant
required slots: restaurant name,location,time
optional slots: number of seats,date
Intent: FindRestaurants
required slots: category,location
optional slots: price range,has vegetarian options,has seating outdoors","Booking a table at Isushi in Castro Valley.","0"
"1_00011","4","restaurants","Restaurants_2","User: Can you book a table at a restaurant?
System: Sure, in which city and which restaurant?
User: I would like a table at the Tacolicious in San Jose for 7:30 in the evening.
System: Confirm: table for 2 at Tacolicious in San Jose for 7:30 pm today.
User: Can you find a table at Isushi in Castro Valley instead please?
System: Booking a table at Isushi in Castro Valley.
Last User Utterance:Can you make it for the 14th of this month please?
End Dialog History

","Schema for Restaurants
Intent: ReserveRestaurant
required slots: restaurant name,location,time
optional slots: number of seats,date
Intent: FindRestaurants
required slots: category,location
optional slots: price range,has vegetarian options,has seating outdoors","Yes, the date is March 14th in Castro Valley.","0"
"1_00011","5","restaurants","Restaurants_2","User: Can you book a table at a restaurant?
System: Sure, in which city and which restaurant?
User: I would like a table at the Tacolicious in San Jose for 7:30 in the evening.
System: Confirm: table for 2 at Tacolicious in San Jose for 7:30 pm today.
User: Can you find a table at Isushi in Castro Valley instead please?
System: Booking a table at Isushi in Castro Valley.
User: Can you make it for the 14th of this month please?
System: Yes, the date is March 14th in Castro Valley.
Last User Utterance:Yes, that is perfect.
End Dialog History

","Schema for Restaurants
Intent: ReserveRestaurant
required slots: restaurant name,location,time
optional slots: number of seats,date
Intent: FindRestaurants
required slots: category,location
optional slots: price range,has vegetarian options,has seating outdoors","ApiCall(method='ReserveRestaurant', parameters={'date': '2019-03-14', 'location': 'Castro Valley', 'number_of_seats': '2', 'restaurant_name': 'Isushi', 'time': '19:30'})","1"
"1_00011","6","restaurants","Restaurants_2","User: Can you book a table at a restaurant?
System: Sure, in which city and which restaurant?
User: I would like a table at the Tacolicious in San Jose for 7:30 in the evening.
System: Confirm: table for 2 at Tacolicious in San Jose for 7:30 pm today.
User: Can you find a table at Isushi in Castro Valley instead please?
System: Booking a table at Isushi in Castro Valley.
User: Can you make it for the 14th of this month please?
System: Yes, the date is March 14th in Castro Valley.
Last User Utterance:Yes, that is perfect.
End Dialog History

Search Results:
{'search_results': {'address': '20649 Rustic Drive', 'category': 'Japanese', 'date': '2019-03-14', 'has_seating_outdoors': 'False', 'has_vegetarian_options': 'False', 'location': 'Castro Valley', 'number_of_seats': '2', 'phone_number': '510-886-8528', 'price_range': 'moderate', 'rating': '4.20', 'restaurant_name': 'Isushi', 'time': '19:30'}}
End Search Results
ApiCall(method='ReserveRestaurant', parameters={'date': '2019-03-14', 'location': 'Castro Valley', 'number_of_seats': '2', 'restaurant_name': 'Isushi', 'time': '19:30'})","Schema for Restaurants
Intent: ReserveRestaurant
required slots: restaurant name,location,time
optional slots: number of seats,date
Intent: FindRestaurants
required slots: category,location
optional slots: price range,has vegetarian options,has seating outdoors","Your reservation was made.","0"
"1_00011","7","restaurants","Restaurants_2","User: Can you book a table at a restaurant?
System: Sure, in which city and which restaurant?
User: I would like a table at the Tacolicious in San Jose for 7:30 in the evening.
System: Confirm: table for 2 at Tacolicious in San Jose for 7:30 pm today.
User: Can you find a table at Isushi in Castro Valley instead please?
System: Booking a table at Isushi in Castro Valley.
User: Can you make it for the 14th of this month please?
System: Yes, the date is March 14th in Castro Valley.
User: Yes, that is perfect.
System: Your reservation was made.
Last User Utterance:Thank you for your assistance.
End Dialog History

","Schema for Restaurants
Intent: ReserveRestaurant
required slots: restaurant name,location,time
optional slots: number of seats,date
Intent: FindRestaurants
required slots: category,location
optional slots: price range,has vegetarian options,has seating outdoors","Is there anything else you need?","0"
"1_00011","8","restaurants","Restaurants_2","User: Can you book a table at a restaurant?
System: Sure, in which city and which restaurant?
User: I would like a table at the Tacolicious in San Jose for 7:30 in the evening.
System: Confirm: table for 2 at Tacolicious in San Jose for 7:30 pm today.
User: Can you find a table at Isushi in Castro Valley instead please?
System: Booking a table at Isushi in Castro Valley.
User: Can you make it for the 14th of this month please?
System: Yes, the date is March 14th in Castro Valley.
User: Yes, that is perfect.
System: Your reservation was made.
User: Thank you for your assistance.
System: Is there anything else you need?
Last User Utterance:No, that is all thank you.
End Dialog History

","Schema for Restaurants
Intent: ReserveRestaurant
required slots: restaurant name,location,time
optional slots: number of seats,date
Intent: FindRestaurants
required slots: category,location
optional slots: price range,has vegetarian options,has seating outdoors","Have a good day.","0"
"1_00012","1","restaurants","Restaurants_2","
Last User Utterance:I need help with a reservation in a restaurant.
End Dialog History

","Schema for Restaurants
Intent: ReserveRestaurant
required slots: restaurant name,location,time
optional slots: number of seats,date
Intent: FindRestaurants
required slots: category,location
optional slots: price range,has vegetarian options,has seating outdoors","What is the time of your reservation?","0"
"1_00012","2","restaurants","Restaurants_2","User: I need help with a reservation in a restaurant.
System: What is the time of your reservation?
Last User Utterance:It's for 6:45 in the evening.
End Dialog History

","Schema for Restaurants
Intent: ReserveRestaurant
required slots: restaurant name,location,time
optional slots: number of seats,date
Intent: FindRestaurants
required slots: category,location
optional slots: price range,has vegetarian options,has seating outdoors","Where do I have to look for your restaurant?","0"
"1_00012","3","restaurants","Restaurants_2","User: I need help with a reservation in a restaurant.
System: What is the time of your reservation?
User: It's for 6:45 in the evening.
System: Where do I have to look for your restaurant?
Last User Utterance:Look around San Jose.
End Dialog History

","Schema for Restaurants
Intent: ReserveRestaurant
required slots: restaurant name,location,time
optional slots: number of seats,date
Intent: FindRestaurants
required slots: category,location
optional slots: price range,has vegetarian options,has seating outdoors","Do you have a favorite restaurant in mind?","0"
"1_00012","4","restaurants","Restaurants_2","User: I need help with a reservation in a restaurant.
System: What is the time of your reservation?
User: It's for 6:45 in the evening.
System: Where do I have to look for your restaurant?
User: Look around San Jose.
System: Do you have a favorite restaurant in mind?
Last User Utterance:Yes, go for Lalla.
End Dialog History

","Schema for Restaurants
Intent: ReserveRestaurant
required slots: restaurant name,location,time
optional slots: number of seats,date
Intent: FindRestaurants
required slots: category,location
optional slots: price range,has vegetarian options,has seating outdoors","Read the data and give me the green light. You are looking for a table for 2 at Lalla Grill in San Jose for today at 6:45 pm","0"
"1_00012","5","restaurants","Restaurants_2","User: I need help with a reservation in a restaurant.
System: What is the time of your reservation?
User: It's for 6:45 in the evening.
System: Where do I have to look for your restaurant?
User: Look around San Jose.
System: Do you have a favorite restaurant in mind?
User: Yes, go for Lalla.
System: Read the data and give me the green light. You are looking for a table for 2 at Lalla Grill in San Jose for today at 6:45 pm
Last User Utterance:Yes, you can proceed.
End Dialog History

","Schema for Restaurants
Intent: ReserveRestaurant
required slots: restaurant name,location,time
optional slots: number of seats,date
Intent: FindRestaurants
required slots: category,location
optional slots: price range,has vegetarian options,has seating outdoors","ApiCall(method='ReserveRestaurant', parameters={'date': '2019-03-01', 'location': 'San Jose', 'number_of_seats': '2', 'restaurant_name': 'Lalla Grill', 'time': '18:45'})","1"
"1_00012","6","restaurants","Restaurants_2","User: I need help with a reservation in a restaurant.
System: What is the time of your reservation?
User: It's for 6:45 in the evening.
System: Where do I have to look for your restaurant?
User: Look around San Jose.
System: Do you have a favorite restaurant in mind?
User: Yes, go for Lalla.
System: Read the data and give me the green light. You are looking for a table for 2 at Lalla Grill in San Jose for today at 6:45 pm
Last User Utterance:Yes, you can proceed.
End Dialog History

Search Results:
{'search_results': {'address': '55 River Oaks Place', 'category': 'American', 'date': '2019-03-01', 'has_seating_outdoors': 'True', 'has_vegetarian_options': 'True', 'location': 'San Jose', 'number_of_seats': '2', 'phone_number': '408-618-8072', 'price_range': 'moderate', 'rating': '4.10', 'restaurant_name': 'Lalla Grill', 'time': '18:30'}}
End Search Results
ApiCall(method='ReserveRestaurant', parameters={'date': '2019-03-01', 'location': 'San Jose', 'number_of_seats': '2', 'restaurant_name': 'Lalla Grill', 'time': '18:45'})","Schema for Restaurants
Intent: ReserveRestaurant
required slots: restaurant name,location,time
optional slots: number of seats,date
Intent: FindRestaurants
required slots: category,location
optional slots: price range,has vegetarian options,has seating outdoors","Unfortunately, I can't do that. Do you want me to see if there's a table for 2 available at Lalla Grill today at 6:30 pm?","0"
"1_00012","7","restaurants","Restaurants_2","User: I need help with a reservation in a restaurant.
System: What is the time of your reservation?
User: It's for 6:45 in the evening.
System: Where do I have to look for your restaurant?
User: Look around San Jose.
System: Do you have a favorite restaurant in mind?
User: Yes, go for Lalla.
System: Read the data and give me the green light. You are looking for a table for 2 at Lalla Grill in San Jose for today at 6:45 pm
User: Yes, you can proceed.
System: Unfortunately, I can't do that. Do you want me to see if there's a table for 2 available at Lalla Grill today at 6:30 pm?
Last User Utterance:Yes, try that.
End Dialog History

","Schema for Restaurants
Intent: ReserveRestaurant
required slots: restaurant name,location,time
optional slots: number of seats,date
Intent: FindRestaurants
required slots: category,location
optional slots: price range,has vegetarian options,has seating outdoors","ApiCall(method='ReserveRestaurant', parameters={'date': '2019-03-01', 'location': 'San Jose', 'number_of_seats': '2', 'restaurant_name': 'Lalla Grill', 'time': '18:30'})","1"
"1_00012","8","restaurants","Restaurants_2","User: I need help with a reservation in a restaurant.
System: What is the time of your reservation?
User: It's for 6:45 in the evening.
System: Where do I have to look for your restaurant?
User: Look around San Jose.
System: Do you have a favorite restaurant in mind?
User: Yes, go for Lalla.
System: Read the data and give me the green light. You are looking for a table for 2 at Lalla Grill in San Jose for today at 6:45 pm
User: Yes, you can proceed.
System: Unfortunately, I can't do that. Do you want me to see if there's a table for 2 available at Lalla Grill today at 6:30 pm?
Last User Utterance:Yes, try that.
End Dialog History

Search Results:
{'search_results': {'address': '55 River Oaks Place', 'category': 'American', 'date': '2019-03-01', 'has_seating_outdoors': 'True', 'has_vegetarian_options': 'True', 'location': 'San Jose', 'number_of_seats': '2', 'phone_number': '408-618-8072', 'price_range': 'moderate', 'rating': '4.10', 'restaurant_name': 'Lalla Grill', 'time': '18:30'}}
End Search Results
ApiCall(method='ReserveRestaurant', parameters={'date': '2019-03-01', 'location': 'San Jose', 'number_of_seats': '2', 'restaurant_name': 'Lalla Grill', 'time': '18:30'})","Schema for Restaurants
Intent: ReserveRestaurant
required slots: restaurant name,location,time
optional slots: number of seats,date
Intent: FindRestaurants
required slots: category,location
optional slots: price range,has vegetarian options,has seating outdoors","This time you got it!","0"
"1_00012","9","restaurants","Restaurants_2","User: I need help with a reservation in a restaurant.
System: What is the time of your reservation?
User: It's for 6:45 in the evening.
System: Where do I have to look for your restaurant?
User: Look around San Jose.
System: Do you have a favorite restaurant in mind?
User: Yes, go for Lalla.
System: Read the data and give me the green light. You are looking for a table for 2 at Lalla Grill in San Jose for today at 6:45 pm
User: Yes, you can proceed.
System: Unfortunately, I can't do that. Do you want me to see if there's a table for 2 available at Lalla Grill today at 6:30 pm?
User: Yes, try that.
System: This time you got it!
Last User Utterance:That's wonderful.
End Dialog History

","Schema for Restaurants
Intent: ReserveRestaurant
required slots: restaurant name,location,time
optional slots: number of seats,date
Intent: FindRestaurants
required slots: category,location
optional slots: price range,has vegetarian options,has seating outdoors","Do you still need me?","0"
"1_00012","10","restaurants","Restaurants_2","User: I need help with a reservation in a restaurant.
System: What is the time of your reservation?
User: It's for 6:45 in the evening.
System: Where do I have to look for your restaurant?
User: Look around San Jose.
System: Do you have a favorite restaurant in mind?
User: Yes, go for Lalla.
System: Read the data and give me the green light. You are looking for a table for 2 at Lalla Grill in San Jose for today at 6:45 pm
User: Yes, you can proceed.
System: Unfortunately, I can't do that. Do you want me to see if there's a table for 2 available at Lalla Grill today at 6:30 pm?
User: Yes, try that.
System: This time you got it!
User: That's wonderful.
System: Do you still need me?
Last User Utterance:No I don't, thank you.
End Dialog History

","Schema for Restaurants
Intent: ReserveRestaurant
required slots: restaurant name,location,time
optional slots: number of seats,date
Intent: FindRestaurants
required slots: category,location
optional slots: price range,has vegetarian options,has seating outdoors","Enjoy your evening out. Bye.","0"
"1_00013","1","restaurants","Restaurants_2","
Last User Utterance:Can You help me in booking a table for four people at a restaurant?
End Dialog History

","Schema for Restaurants
Intent: ReserveRestaurant
required slots: restaurant name,location,time
optional slots: number of seats,date
Intent: FindRestaurants
required slots: category,location
optional slots: price range,has vegetarian options,has seating outdoors","Do you have a preference in restaurants?","0"
